image_path,sample_id,panel_id,question_type,question,answer_type,answer
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_8_figure_5_b.jpg,atomic-layer-etching/experimental-usecase/8/figure_5,b,Comparative/Trend,"How much did the gap distance between E1,2g and A1g change during these 3 cycles?",Factoid,"It changed from about 23.5 to 20.5, so 3 in total."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_8_figure_7_a.jpg,atomic-layer-etching/experimental-usecase/8/figure_7,a,Process-Oriented,Where are the typical Mo 3d peaks found for MoS2?,Factoid,At 229.5 and 232.6 eV.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_8_figure_7_a.jpg,atomic-layer-etching/experimental-usecase/8/figure_7,a,Process-Oriented,What likely happened to the substrate after the third cycle?,Paragraph,"The typical Mo 3d peaks were observed after the third Cl-adsorption step; but after the third desorption step, these peaks were removed and distorted. The authors believe that the remaining peak of Mo after the third Ar+ ion-desorption step is related to the diffusion of the Mo into the SiO2 or the oxidized Mo particle on the SiO2, because the peak positions of the remaining Mo after the third Ar+ ion-desorption step are exactly matched with those of the Mo 3d3/2 (236.3 eV) and Mo 3d5/2 (232.6 eV) that are related to MoO3."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_8_figure_7_b.jpg,atomic-layer-etching/experimental-usecase/8/figure_7,b,Process-Oriented,Where are the peaks of MoS2 typically found in the S 2p region?,Factoid,At162.3 and 165.6 eV.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_8_figure_7_c.jpg,atomic-layer-etching/experimental-usecase/8/figure_7,c,Comparative/Trend,"In the Cl 2p region, there is only a signal visible after the Cl2 plasma exposure. What does this imply?",Factoid,The fact that no signal is observed in the Cl 2p region after Ar+ exposure means all Cl is successfully removed during that step.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_1_c.jpg,atomic-layer-etching/experimental-usecase/9/figure_1,c,Comparative/Trend,How much thickness is reduced with HF/DMAC process?,Paragraph,"1. After 200 cycles, The InGaAs film thickness was decreased by 19 Å 
2. After another 200 cycles, a total of 400 cycles, an additional 22 Å thickness reduced
3. Average etch rate over 400 cycles ~0.1 Å/cycle."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_1_b.jpg,atomic-layer-etching/experimental-usecase/9/figure_1,b,Process-Oriented,Why the addition of O3 favours etching?,Paragraph,"Ozone forms oxides, such as In2O3 and Ga2O3, on the InGaAs film.  Fluorination of oxides such as In2O3 and Ga2O3, which form InF3 and GaF3, respectively, is more favorable than fluorination of metal arsenides such as InAs and GaAs. Therefore an oxidation step using ozone (O3) before HF/TMA favours etching."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_1_a.jpg,atomic-layer-etching/experimental-usecase/9/figure_1,a,Process-Oriented,Is there any etching observed after the HF and TMA exposures at 250°C and 300°C?,Yes/No,No
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_1_d.jpg,atomic-layer-etching/experimental-usecase/9/figure_1,d,Structure-Property,Why is DMAC better than TMA for ligand exchange?,Factoid,"DMAC can provide two different ligands, CH3 and Cl, for the ligand-exchange reaction while TMA can only provide CH3 for ligand exchange reaction and is not sufficient for InGaAs ALE."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_2_d.jpg,atomic-layer-etching/experimental-usecase/9/figure_2,d,Comparative/Trend,Why is there a substantial difference in etching rate between InGaAs and InAlAs?,Paragraph,The partial etching selectivity between InGaAs and InAlAs  might occur because fluorination of AlAs (Gibbs free energy ΔG° = −86.0 kcal/mol) is thermochemically more favorable than the fluorination of GaAs (ΔG° = −17.4 kcal/mol) at 250 °C. This behavior is also consistent with the faster oxidation of InAlAs versus InGaAs at 300−500 °C.Fluorination/oxidation of InAlAs is probably more favorable than for InGaAs because Al−F/Al-O bonds are stronger than Ga−F/Ga-O bonds.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_2_b.jpg,atomic-layer-etching/experimental-usecase/9/figure_2,b,Process-Oriented,How  well is the ALE of InGaAs at higher temperature?,Paragraph,"The radial etch rates of InGaAs and InAlAs VNWs at 300 °C are as follows. 
1. After the first 250 cycles, InGaAs is 0.24 and InAlAs is 0.62 Å/cycle on average. 
2. After the second 250 cycles,  InGaAs  is 0.10 and InAlAs decreases to 0.41 Å/cycle on average."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_2_a.jpg,atomic-layer-etching/experimental-usecase/9/figure_2,a,Process-Oriented,Is the thermal ALE tested with fin and vertical nanowire (VNW) sidewalls before integrating the ALE process with a full transistor process?,Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_2_a.jpg,atomic-layer-etching/experimental-usecase/9/figure_2,a,Process-Oriented,Why the etching of InGaAs VNWs nearly stopped but etching of InAlAs continued?,Factoid,The negligible etching of InGaAs after 300 cycles of thermal ALE at 250 °C may be caused by the low temperature of 250 °C.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_3_a.jpg,atomic-layer-etching/experimental-usecase/9/figure_3,a,Application/Performance,Does thermal ALE offer advantage in device processing?,Factoid,"Thermal ALE can preserve or possibly improve sidewall quality even after hundreds of cycles. The improvement in fin sidewall roughness, in particular, can have a significant impact on FinFET performance as the AFM image shows that the surface topography is preserved after 150 and 200 cycles."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_3_f.jpg,atomic-layer-etching/experimental-usecase/9/figure_3,f,Process-Oriented,Can the fin sidewall roughness produced by the RIE process  be reduced after thermal ALE?,Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_3_e.jpg,atomic-layer-etching/experimental-usecase/9/figure_3,e,Comparative/Trend,Which ALE process condition provides the smoothest surface?,Paragraph,"At lower DMAC pressure and lower temperature, the fin sidewalls become rougher after 250 and 600 cycles (b). In the cases of (c) or (d), with a higher pressure DMAC or higher temperature, the quality of the sidewall and planar surfaces significantly improves. Overall, process (image d) with the higher
temperature of 300 °C for 250 cycles produces the smoothest fin sidewall and planar surfaces."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_3_e.jpg,atomic-layer-etching/experimental-usecase/9/figure_3,e,Process-Oriented,Why does the RMS roughness increase after 250 cycles of ALE?,Paragraph,"The slight increase of Rrms after 250 thermal ALE cycles may occur because InGaAs and InAlAs are ternary materials. When they are etched, the surface can suffer from preferential etching of one metal over the other. XPS analysis  confirmed that the In/Ga ratio decreased from 1.0 to 0.8−0.9 after 600 thermal ALE cycles at 250−300 °C as expected from the preferential etching of InAs compared with GaAs. There was also increased Al content perhaps resulting from partial conversion of InGaAs/InAlAs to AlAs during the DMAC reaction."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_4_j.jpg,atomic-layer-etching/experimental-usecase/9/figure_4,j,Process-Oriented,Does the etching of InAlAs depend on the orientation?,Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_4_j.jpg,atomic-layer-etching/experimental-usecase/9/figure_4,j,Process-Oriented,Explain the orientation-dependent etch rate.,Yes/No,"These TEM samples have the wafer orientation as [001] and the fin sidewall orientation is [011]. After thermal ALE, the InAlAs [111] plane underneath InGaAs was revealed, suggesting a lower etch rate on [111] plane. This is reasonable because the {111} planes have the highest packing density. Slower etch rates have indeed been observed at higher packing density surfaces in the chemical etching of Si and GaAs by Cl2."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_4_a.jpg,atomic-layer-etching/experimental-usecase/9/figure_4,a,Comparative/Trend,How does thermal ALE compare with RIE and digital etch?,Paragraph,"1. The narrowest fin with Wf = 3 nm in the upper part and Wf = 4 nm in the middle is obtained with ALE. (image k)
2. A TEM image of InGaAs FinFET,  fins formed by RIE and digital etch has Wf = 5 nm. (image l)"
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_4_g.jpg,atomic-layer-etching/experimental-usecase/9/figure_4,g,Process-Oriented,"What is fin release, when does it occur?",Factoid,"For very narrow fins, the thermal ALE released the InGaAs fins by undercutting the InAlAs buffer layer due to the selectivity of thermal ALE. Fin release occurs for fin width below 20 nm."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_5_d.jpg,atomic-layer-etching/experimental-usecase/9/figure_5,d,Process-Oriented,Was the in situ thermal ALE-ALD technique successfully integrated into a complete InGaAs n-channel FinFET process flow?,Yes/No,Yes
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_5_b.jpg,atomic-layer-etching/experimental-usecase/9/figure_5,b,Process-Oriented,What is the finFET device dimensions after ALE?,Paragraph,"After 162 cycles of thermal ALE with HF/DMAC 300 °C with PDMAC = 40 mTorr, 
1. Fin width, Wf ranged from 2.5 to 18 nm
2. Gate length, Lg was 60 nm."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_5_b.jpg,atomic-layer-etching/experimental-usecase/9/figure_5,b,Application/Performance,Does the ALE process show potential for CMOS applications?,Paragraph,"The image f benchmarks the maximum gm as a function of Wf for InGaAs FinFETs as well as state-of-the-art Si FinFETs. Among the InGaAs FinFETs, the devices in this paper are the most aggressively scaled in the width dimension. In addition to the results listed above for Wf = 2.5 nm, the InGaAs FinFET in
this paper demonstrated a record gm at Wf below 20 nm. The gm of the InGaAs FinFETs around Wf = 7 nm also approaches that of the second generation Si FinFETs despite a lower VDD = 0.5 V and longer gate length. These results highlight the great potential of this novel technique for future generations of CMOS technology and other device applications."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_experimental-usecase_9_figure_5_e.jpg,atomic-layer-etching/experimental-usecase/9/figure_5,e,Application/Performance,How is the device characteristics of the FinFET?,Factoid,"The device exhibited well-behaved MOSFET characteristics with nearly ideal linear (VDS = 50 mV) and saturation (VDS = 0.5 V) subthreshold swing, Slin and
Ssat, of 62 and 68 mV/dec, respectively."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_13_fig_3_a.jpg,atomic-layer-etching/simulation-usecase/13/fig_3,a,Process-Oriented,What was the experimental time range?,Factoid,0.0 to 1.4 ps.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_13_fig_3_a.jpg,atomic-layer-etching/simulation-usecase/13/fig_3,a,Process-Oriented,What was the y-position at 1.0 ps?,Factoid,20.0 Å.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_13_fig_3_a.jpg,atomic-layer-etching/simulation-usecase/13/fig_3,a,Process-Oriented,What was the Ar KE at 1.0 ps?,Factoid,Roughly 2.0 eV.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_13_fig_3_a.jpg,atomic-layer-etching/simulation-usecase/13/fig_3,a,Process-Oriented,"What sequence of physical events during a single 50 eV Ar⁺ bombardment is illustrated in Figure 3, and how does the figure show the relationship between the ion’s depth in the lattice and its kinetic energy over time?",Paragraph,"Figure 3 shows how a 50 eV Ar⁺ ion interacts with the surface over the first few tenths of a picosecond, highlighting both the ion’s kinetic energy and its y-coordinate as functions of time. When the ion is introduced at 
t = t50​ at y = 8.5 Å, it rapidly penetrates the lattice and collides with atoms in the top layers. These collisions cause a fast drop in kinetic energy. As its energy continues to decrease, the Ar ion reaches its maximum penetration depth at y = -2 Å around 0.17 ps with a minimum kinetic energy below 0.2 eV. Subsequent collisions eventually impart energy back to the ion, reversing its motion and causing it to travel upward through the lattice. The figure shows the ion exiting the material at around 0.4 ps with a kinetic energy of roughly 2 eV. Once the ion crosses the y = 4.5 Å threshold, its kinetic energy becomes constant, indicating that it has left the “influence region” of the lattice and is no longer interacting with surface atoms."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_13_fig_4_a.jpg,atomic-layer-etching/simulation-usecase/13/fig_4,a,Process-Oriented,How many simulation runs were performed for this figure?,Factoid,300.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_13_fig_4_a.jpg,atomic-layer-etching/simulation-usecase/13/fig_4,a,Process-Oriented,What is the average hotspot temperature at 1.0 ps?,Factoid,Around 400 K.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_13_fig_4_a.jpg,atomic-layer-etching/simulation-usecase/13/fig_4,a,Process-Oriented,What is the average number of atoms in the hotspot at 1.0 ps?,Factoid,Around 30.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_13_fig_4_a.jpg,atomic-layer-etching/simulation-usecase/13/fig_4,a,Comparative/Trend,"What does the figure reveal about the formation and evolution of the hot spot created during Ar ion bombardment, and how do the hot-spot temperature and the number of atoms involved change over time?",Paragraph,"Figure 4 shows how a localized hot spot develops immediately after the energetic Ar ion collides with the surface and transfers energy into the lattice. The average crystal temperature rises sharply and reaches a maximum of about 1070 K around the moment when most of the ion’s kinetic energy has been dissipated, roughly 0.15 ps after impact. When focusing only on the atoms directly affected by the collision, the hot spot reaches an even higher peak temperature of more than 3000 K at around 0.10 ps. At this very early stage, only a small group of atoms carry most of the deposited energy. As these atoms transfer energy into their surroundings, the hot spot spreads, which increases the number of atoms involved but lowers the average temperature of this region. This spreading continues until about 0.35 ps, when the hot spot reaches its maximum size of about 75 atoms. Thereafter both the local temperature and the number of affected atoms decrease as energy continues to dissipate through the lattice and into the surrounding temperature-controlled region. The authors emphasize that the hot-spot temperature is only a qualitative measure because temperature is not rigorously defined when only a small number of atoms are involved."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig4_c.jpg,atomic-layer-etching/simulation-usecase/15/fig4,c,Application/Performance,"Compare the shape of the density profiles in Cycle 4 (c/d) with Cycle 8 (e/f). While the position shifts down, the shape of the mixed layer (the slope width and Cl depth) remains constant. What does this 'Constant Shape' imply about the stability of the etch rate (EPC) in this regime?",Paragraph,"It implies a Steady-State Regime. Since the thickness of the damaged/mixed layer stops growing and remains constant from Cycle 4 to Cycle 8, the process has stabilized. This means the Etch Rate per Cycle (EPC) is now constant and predictable, which is the ideal operating condition for manufacturing precision devices."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig4_a.jpg,atomic-layer-etching/simulation-usecase/15/fig4,a,Structure-Property,"Analyze the slope of the Silicon density profile (Blue line) at the vacuum interface. In Cycle 1 (a), the drop is nearly vertical. By Cycle 8 (f), the drop is gradual and sloped. Physically, what structural change has occurred in the top few atomic layers to cause this 'density smearing'?",Paragraph,"Amorphization (or Lattice Damage). The vertical drop in (a) represents an atomically sharp, ordered crystal. The gradual slope in (f) indicates that the repeated ion bombardment has disordered the lattice, creating a region of low-density amorphous silicon and mixing it with the surface, rather than maintaining a perfect crystal termination."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig4_f.jpg,atomic-layer-etching/simulation-usecase/15/fig4,f,Process-Oriented,"Compare the 'cliff edge' of the Silicon density (Blue line) in panel (a) versus panel (f). In panel (a), the material ends at Z ~ 55  Å. In panel (f), it ends at Z ~ 45 Å. What does this physical shift of 10 \AA directly represent in the semiconductor manufacturing process?",Paragraph,"It represents the Total Etch Depth (or material removed). The receding boundary shows that the cyclic ALE process is successfully removing silicon layer-by-layer, resulting in a 10 \AA trench depth after 8 cycles."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig4_e.jpg,atomic-layer-etching/simulation-usecase/15/fig4,e,Comparative/Trend,"Observe the Chlorine density (Red line) in label (e). The Chlorine signal is not just at the surface but tails deep into the material (down to Z ~ 35), overlapping with the bulk Silicon. If the next step in the device fabrication is to grow a high-purity epitaxial layer, why does this 'Chlorine Tail' represent a significant integration risk?",Paragraph,"Contamination / Defect Generation. The tail shows that Chlorine is trapped inside the silicon lattice, not just on top. If a new layer is grown on this surface, the trapped Chlorine acts as a contaminant. It can diffuse out, causing corrosion, void formation, or electrical defects that ruin the crystal quality of the subsequent epitaxial growth."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig_1_a.jpg,atomic-layer-etching/simulation-usecase/15/fig_1,a,Process-Oriented,"Observe the flat horizontal segments of the lines (labeled Cl2). If the line started sloping upward during this Cl_2 step (before the Ar^+ pulse), what 'Parasitic' reaction would that indicate is happening in the chamber?",Paragraph,"Spontaneous Chemical Etching. Ideally, Cl_2 should only adsorb. If the line rises, it means the chlorine is etching the silicon spontaneously without ion activation, destroying the precision of the ALE process."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig_1_a.jpg,atomic-layer-etching/simulation-usecase/15/fig_1,a,Comparative/Trend,"To etch a delicate nano-fin structure without damaging the sidewalls, would you choose the 40 eV (Blue) or 100 eV (Black) recipe? Why is the 'slower' process the correct engineering choice here?",Paragraph,"40 eV (Blue). Although slower, the lower energy ensures the etch is strictly limited to the surface surface. The 100 eV ions would cause sidewall sputtering or corner rounding, ruining the shape of the delicate nano-fin."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig_1_a.jpg,atomic-layer-etching/simulation-usecase/15/fig_1,a,Structure-Property,"Compare the step height of the Black line (100 eV) with that of the Blue line (40 eV). Given that a single atomic layer of silicon is approximately 1.36 Å, which energy setting is likely removing more than one monolayer per cycle, and what risk does this pose to the substrate?",Paragraph,"100 eV (Black). It removes >1.3 Å per cycle (steeper steps). This poses a risk of sub-surface damage or amorphization, as the high-energy ions penetrate deeper than the chemically modified surface layer."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig_1_a.jpg,atomic-layer-etching/simulation-usecase/15/fig_1,a,Application/Performance,"If the Argon ion pulse was skipped entirely in Cycle 4 (a hardware fault), how would the graph shape change for that specific cycle?",Paragraph,"The line would stay flat. Without the kinetic energy of the Ar^+ ions to knock off the chlorinated layer, no material would be removed, resulting in a 'missed step' in the staircase pattern."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig_10_b.jpg,atomic-layer-etching/simulation-usecase/15/fig_10,b,Comparative/Trend,"Ideal ALE is 'self-limiting' ,it stops after removing the modified layer. Based on the high amount of pure 'Si' in panel (b), why would a process engineer conclude that the Argon ion pulse used here was 'Too Long'?""",Paragraph,"Because it caused Over-etching. The high 'Si' signal proves the process continued to sputter bulk material after the chemically modified layer was gone, breaking the self-limiting control."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig_10_a.jpg,atomic-layer-etching/simulation-usecase/15/fig_10,a,Process-Oriented,"Compare the 'Si' (pure Silicon) bar in panel (a) vs. panel (b). In the first 15%, pure Si removal is negligible, but in the last 85%, it spikes to >20%. What does this sudden rise in pure Silicon signal about the mechanism?",Paragraph,It signals the onset of Physical Sputtering. The ions have finished removing the chemically modified layer and are now damaging/removing the unmodified bulk silicon substrate.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig_10_a.jpg,atomic-layer-etching/simulation-usecase/15/fig_10,a,Structure-Property,"Analyze the stoichiometry shift. In the early phase (a), the main product is SiCl₂, but in the late phase (b), it shifts to SiCl. Physically, what does this tell you about the Chlorine concentration profile as the etch digs deeper?",Factoid,"It reveals a Gradient. The surface is Chlorine-rich (SiCl₂), but the deeper sub-surface layers are Chlorine-poor, yielding mostly SiCl as the etch progresses downwards."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig_10_a.jpg,atomic-layer-etching/simulation-usecase/15/fig_10,a,Application/Performance,"Observing the massive 'Cl' bar  in both panels. Since this species contains no Silicon, what does its high abundance imply about the energy efficiency of the ion bombardment?",Paragraph,It implies Low Efficiency / Wasted Energy. Many ions are simply knocking off the attached Chlorine atoms (reversing the chemical dose) rather than removing the target Silicon atoms.
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig_2_a.jpg,atomic-layer-etching/simulation-usecase/15/fig_2,a,Process-Oriented,"Identify the two distinct process steps occurring within a single cycle (e.g., between Cycle 1 and Cycle 2) based on the graph's shape. What physical action corresponds to the steep downward slope?",Paragraph,"Chlorination (Cl_2 Exposure): Represented by the rising edge where Cl uptake increases.
Ion Bombardment (Ar^+Irradiation): Represented by the steep downward slope.
Physical Action: The downward slope corresponds to the removal (etching) of the chlorinated surface layer by the argon ions."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig_2_a.jpg,atomic-layer-etching/simulation-usecase/15/fig_2,a,Comparative/Trend,"A process engineer considers using 100 eV (black line) to ensure a 'clean' surface but is worried about subsurface damage. If they switch to 60 eV (green line), what trade-off in surface composition are they accepting according to this graph?",Factoid,"Higher Residual Contamination. They are accepting a trade-off where the surface retains significantly more Chlorine (approx. 0.5–0.6 ML vs 0.2 ML) after every cycle, which could alter the starting conditions for the next layer of growth or etch."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig_2_a.jpg,atomic-layer-etching/simulation-usecase/15/fig_2,a,Structure-Property,"Observe the 'valleys' (minima) of the cycles. Physically, why does the 40 eV process (blue line) retain approximately 0.8 ML of Chlorine after bombardment, while the 100 eV process (black line) drops to roughly 0.2 ML?""",Paragraph,"The 40 eV ions possess lower kinetic energy, which is insufficient to break all the bonds holding the chlorinated species to the surface. This results in an incomplete etch, leaving a ""residue"" of chemically modified material (0.8 ML). In contrast, 100 eV ions have enough energy to sputter away nearly the entire modified layer, resulting in a cleaner surface."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig_2_a.jpg,atomic-layer-etching/simulation-usecase/15/fig_2,a,Application/Performance,Notice that the 'valleys' for all ion energies gradually drift upwards from Cycle 1 to Cycle 8 . What does this instability imply for the precision of this process if it were run for 500 cycles?,Paragraph,"It implies process drift and a loss of the ""self-limiting"" characteristic essential for ALE. If the residual chlorine accumulates with every cycle, the surface chemistry changes continuously, likely leading to variations in etch rate or surface roughness over time. A 500-cycle run would likely fail to meet tight tolerance specifications due to this cumulative error."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig_5_a.jpg,atomic-layer-etching/simulation-usecase/15/fig_5,a,Process-Oriented,"In the simulation data at 50 eV, the 'High Fluence' cycle (open circle) achieves ~0.6 Å/cycle, while the 'Low Fluence' cycle (open triangle) achieves only ~0.2 Å/cycle. What specific process control parameter is responsible for this failure to etch?",Paragraph,"The ""Low Fluence"" step uses only 68 $Ar^+ impacts, which is mathematically insufficient to cover and clear the surface sites generated by the 2255 Cl₂ impacts."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig_5_a.jpg,atomic-layer-etching/simulation-usecase/15/fig_5,a,Comparative/Trend,"Compare the experimental results at 100 eV. The ALE rate (Open Blue Square) is high, but the Physical Sputtering rate (Solid Blue Square) has also risen to ~0.9 Å/cycle. Why is 100 eV considered a 'worse' route than 70 eV for high-precision applications?",Paragraph,"At 100 eV, the selectivity decreases because Physical Sputtering (uncontrolled removal) becomes a dominant fraction of the total etch. Operating at 70 eV maintains a larger gap between the ALE rate and the Sputtering rate (Solid Square is low, ~0.2 Å/cycle). This ensures the etching is primarily driven by chemical modification, not brute-force kinetic damage."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig_5_a.jpg,atomic-layer-etching/simulation-usecase/15/fig_5,a,Structure-Property,"At 80 eV, the ALE result (Open Blue Square) is ~1.1 Å/cycle, while Physical Sputtering (Solid Blue Square) is only ~0.4 Å/cycle. Physically, how has the pre-step of Chlorination altered the material's properties to allow this massive increase in removal rate?",Paragraph,"Chlorination weakens the surface binding energy. The adsorption of Chlorine atoms draws electron density away from the silicon-silicon backbonds, lowering the energy threshold required to break them. This allows the same 80 eV ions to remove significantly more material than they could from a pristine, unmodified surface."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig_5_a.jpg,atomic-layer-etching/simulation-usecase/15/fig_5,a,Application/Performance,"The vertical dotted lines define the 'ALE Window' from roughly 70 eV to 90 eV. Based on the Physical Sputtering data (Solid Blue Squares), what is the primary risk to the device structure if the process is operated above this window (e.g., at 110 eV)?",Paragraph,"Above the window, the physical sputtering component becomes too high, causing ions to penetrate and damage the underlying lattice even after the chlorinated layer is removed."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig_6_a.jpg,atomic-layer-etching/simulation-usecase/15/fig_6,a,Process-Oriented,"List the steps, in order, to generate the MD simulation data point for the longest irradiation time shown. Explain the purpose of correlating 30 s of experimental ion time to 1000 simulation impacts.",Paragraph,"1.    Simulate the chlorination step with 2255 Cl₂ impacts.

2.     Simulate the bombardment step with Ar⁺ ions (70 eV) for a duration corresponding to the target irradiation time.

3.    Calculate the etch depth by comparing surface positions before and after the simulated cycle.
The correlation (30 s ≈ 1000 impacts) calibrates the simulation's timescale to real-world tool parameters, enabling direct quantitative comparison between the model and physical experiment."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig_6_a.jpg,atomic-layer-etching/simulation-usecase/15/fig_6,a,Comparative/Trend,The simulation accurately reproduces the experimental saturation trend. Is this validated MD model a good substitute for experiments when initially optimizing the Ar⁺ dose for a new ALE reactor? Justify your answer.,Yes/No,"Yes. The close agreement validates the model's predictive power for this chemistry. It can rapidly and inexpensively screen irradiation times to identify the saturation point, significantly reducing the number of costly experimental trials needed for initial reactor recipe development."
/home/jovyan/tvinchur/sci_image_miner/data/crops/train/atomic-layer-etching_simulation-usecase_15_fig_6_a.jpg,atomic-layer-etching/simulation-usecase/15/fig_6,a,Structure-Property,Describe the relationship between Ar⁺ irradiation time and the Etch Per Cycle (EPC). What causes the EPC to eventually saturate?,Paragraph,"EPC increases with irradiation time then saturates. This occurs because the Ar⁺ ions can only remove the finite-thickness chlorinated (Si-Clₓ) layer created in the prior step. Once all the chlorinated material is sputtered away, additional ion bombardment does not increase the etch depth, leading to the observed saturation."
